dor_code,municipality,fy,vote_date,result,yes_votes,no_votes,vote_type,department,description,amount,source_file,sha256
012,Ashby,1994,1993-07-20,LOSS,118,311,Override,GENERAL GOVERNMENT,General Government Salaries,10410,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,121,310,Override,PUBLIC SAFETY,Increase In Fire Chiefs Salary,1507,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,136,296,Override,PUBLIC WORKS & FACILITIES,Sealing Town Roads,40000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,137,294,Override,PUBLIC SAFETY,Repairing And Testing Fire Dept.Equip,3850,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,138,254,Override,PUBLIC WORKS & FACILITIES,Allen Field And Town Common Expenses,2750,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,154,282,Override,PUBLIC SAFETY,New Police Officer Position,19000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,170,263,Override,PUBLIC SAFETY,Increase Police Reserve Officer Wages,8868,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,176,260,Override,HEALTH AND HUMAN SERVICE,Funding Council On Aging,1250,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1994,1993-07-20,LOSS,71,357,Override,PUBLIC SAFETY,Increased Police Expenses,7412,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1995,1994-06-21,LOSS,81,359,Override,PUBLIC WORKS & FACILITIES,Truck Driver Position,23642,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1995,1994-06-21,LOSS,125,317,Override,PUBLIC WORKS & FACILITIES,Resurface Town Roads,70000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1995,1994-06-21,LOSS,143,298,Override,PUBLIC WORKS & FACILITIES,Oil And Seal Town Roads,40000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1995,1994-06-21,LOSS,179,263,Override,PUBLIC SAFETY,Police Officer Salary,35591,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1995,1994-06-21,LOSS,59,380,Override,PUBLIC WORKS & FACILITIES,Foreman Position For Highway Department,25930,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1996,1995-06-13,LOSS,72,151,Override,PUBLIC WORKS & FACILITIES,Resurface Highway Roads,20000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,1996,1995-06-13,LOSS,66,154,Override,PUBLIC WORKS & FACILITIES,Resurface Highway Roads,20000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,2007,2006-06-13,LOSS,206,235,Override,GENERAL OPERATING,General Operating Expenditures,81250,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,2008,2007-09-04,LOSS,544,561,Override,PUBLIC SAFETY,Paying For A Full Time Firefighter-Emt Wages And Benefits,53493.72,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,2008,2007-09-04,WIN,567,540,Override,SCHOOL,North Shore Middlesex Regional School District Assessment,194395,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,2009,2008-06-17,LOSS,157,303,Override,CULTURE AND RECREATION,Reinstating And Paying Wages And Benefits For A Highway Department Truck Driver/Laborer,38696,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,2009,2008-06-17,WIN,249,212,Override,CULTURE AND RECREATION,Wages And Benefits For A New Firefighter/Emt Position,54753.59,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,2013,2012-09-18,WIN,516,511,Override,SCHOOL,Funding Appropriation For North Middlesex Regional School District Budget,159439.67,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
012,Ashby,2025,2024-06-18,LOSS,275,410,Override,SCHOOL,Override Vote To Fund Regional School,595693,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
013,Ashfield,1991,1990-05-01,WIN,277,122,Override,GENERAL OPERATING,General Operating Budget,50000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
013,Ashfield,1992,1991-06-04,LOSS,318,323,Override,GENERAL OPERATING,Stabilization Fund (Addit. Assess),10000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
013,Ashfield,1992,1991-06-01,WIN,438,260,Override,SCHOOL,Fund School Operating Expenses,103799,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
013,Ashfield,1994,1993-05-01,WIN,192,106,Override,SCHOOL,Funding School Operating Expenses,80000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
013,Ashfield,2017,2016-05-07,WIN,140,75,Override,GENERAL GOVERNMENT,General Operating Budget For Town And School,120000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
014,Ashland,1990,1989-04-01,LOSS,493,2061,Override,GENERAL OPERATING,Operating Budget,1000000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
014,Ashland,1991,1990-05-01,LOSS,808,1447,Override,PUBLIC SAFETY,Funding 4 Firefighters,155000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
014,Ashland,2027,2026-05-19,WIN,1778,1128,Override,SCHOOL,Funding The Schools,2750000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1992,1991-06-10,LOSS,651,1681,Override,SCHOOL,Paying Share Of Taxes For Reg.High School,1280721,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1992,1991-06-10,LOSS,582,1761,Override,GENERAL OPERATING,Funding Municipal Government,147800,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1992,1991-06-10,LOSS,1020,1339,Override,SCHOOL,Paying Share Of Regional School District,740721,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1993,1992-08-03,LOSS,542,948,Override,SCHOOL,Regional School District Education,745303,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1994,1993-10-25,LOSS,442,2157,Override,HEALTH AND HUMAN SERVICE,Increasing Veterans Posit Pt-Full-Time,11743,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1994,1993-10-25,LOSS,445,2145,Override,PUBLIC WORKS & FACILITIES,Replacment Vehicle,5000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1994,1993-10-25,LOSS,487,2099,Override,PUBLIC WORKS & FACILITIES,Leasing Backhoe Equipment,13000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1994,1993-10-25,LOSS,554,2039,Override,PUBLIC SAFETY,New Cruiser & Needed Asses For Pol  Dept,16000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1994,1993-10-25,LOSS,1093,1523,Override,PUBLIC SAFETY,Retaining Ambulance Service,110500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1994,1993-10-25,LOSS,789,1834,Override,PUBLIC WORKS & FACILITIES,Disposing Towns Rubbish Collections,354257,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1996,1995-06-19,LOSS,367,892,Override,PUBLIC SAFETY,2 New Police Officers,60000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1996,1995-06-19,LOSS,482,779,Override,CULTURE AND RECREATION,Recreational Programs For Town,10000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,1996,1995-06-19,LOSS,429,836,Override,SCHOOL,Regional School Portion Of Assessment,299247,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2004,2003-08-18,LOSS,291,1847,Override,SCHOOL,Operating Budget / Athol Royalston Rsd,500000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2004,2003-08-18,LOSS,261,1883,Override,PUBLIC SAFETY,Funding For The Police Department,104289,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2004,2003-08-18,LOSS,245,1893,Override,PUBLIC WORKS & FACILITIES,Funding For The Public Works Department,103937,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2004,2003-08-18,LOSS,316,1819,Override,CULTURE AND RECREATION,Funding For The Library Department,21856,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2004,2003-08-18,LOSS,145,1978,Override,GENERAL OPERATING,Funding For The Town Administrative Departments,61700,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2004,2003-08-18,LOSS,326,1805,Override,PUBLIC WORKS & FACILITIES,Street Lighting,51282,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2004,2003-08-18,LOSS,263,1883,Override,PUBLIC SAFETY,Funding The Fire Department / Ambulance Service,156937,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2006,2005-06-27,LOSS,472,947,Override,SCHOOL,Providing Funding For Budget Of The Athol-Royalston Regional School District,480000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2007,2006-05-22,WIN,1074,985,Override,SCHOOL,Funding Operating Budget Of Athol-Royalston Reg. School District,1122500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2024,2023-07-31,LOSS,257,501,Override,PUBLIC SAFETY,Hiring An Additional Eight Full-Time Firefighters,895000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2025,2024-04-01,WIN,639,543,Override,PUBLIC SAFETY,Hiring An Additional 3 Full-Time Paramedic/Emt/Firefighters,286000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2027,2026-04-06,LOSS,224,1629,Override,GENERAL OPERATING,Operating Budget And Regional School District Assessments,2900000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
015,Athol,2027,2026-04-06,LOSS,429,1441,Override,GENERAL OPERATING,Operating Budget And Regional School District Assessments,1800000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
017,Auburn,1995,1994-05-19,LOSS,953,1719,Override,SCHOOL,School Transformation,243000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
017,Auburn,2004,2003-05-15,LOSS,1512,1741,Override,PUBLIC SAFETY,"1 Lieutenant Position, 5 Police Officer Positions, 1 Clerical Position, Safety Equipment",733178,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
017,Auburn,2004,2003-05-15,LOSS,886,2324,Override,GENERAL OPERATING,Clerical Position For Assessors Office,27751,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
017,Auburn,2004,2003-05-15,WIN,1855,1393,Override,PUBLIC SAFETY,6 Full Time Firefighters/Emt Positions-3 Part Time Firefighter/Emt Positions,713584,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
017,Auburn,2007,2006-05-18,LOSS,921,1554,Override,PUBLIC WORKS & FACILITIES,Road Repairs For The Highway Department,500000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
017,Auburn,2007,2006-06-20,WIN,2480,2079,Override,GENERAL OPERATING,General Operating Expenditures,1300000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,1992,1991-05-21,LOSS,406,907,Override,GENERAL OPERATING,"Maintain Level Of Qual.For Educa,Pol,Fir",228994,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2002,2001-08-14,WIN,799,534,Override,GENERAL OPERATING,General Operating Expenses,962614,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2006,2005-07-25,LOSS,78,559,Override,GENERAL OPERATING,Maintain Towns Web Site,10000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2006,2005-07-25,LOSS,133,529,Override,PUBLIC SAFETY,Funding Fire Deparmtnet,164549,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2006,2005-07-25,LOSS,118,545,Override,GENERAL OPERATING,Funding General Government,84863,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2006,2005-07-25,LOSS,78,583,Override,PUBLIC WORKS & FACILITIES,Install A Stormwater Drainage System At Highway Department,15000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2006,2005-07-25,LOSS,103,559,Override,GENERAL GOVERNMENT,Renovation Of Town Facilities,30000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2006,2005-07-25,LOSS,158,505,Override,PUBLIC SAFETY,Fundingj Police Department,50809,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2006,2005-07-25,LOSS,148,513,Override,SCHOOL,Funding Public Schools,230677,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2012,2011-06-21,LOSS,201,308,Override,SCHOOL,Avon School Budget,221269,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
018,Avon,2013,2011-06-21,LOSS,201,308,Override,SCHOOL,Funding Budget Of Avon School Department,221269,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1990,1989-04-01,LOSS,352,497,Override,GENERAL OPERATING,Operating Budget,800000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,371,521,Override,HEALTH AND HUMAN SERVICE,Fund Increases In Human Services Budget,17802,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,296,590,Override,GENERAL GOVERNMENT,Fund Increases In Bldging Dept. Expenses,2183,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,311,587,Override,GENERAL GOVERNMENT,Fund Increases In Finance Dept. Expenses,15573,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,317,575,Override,PUBLIC WORKS & FACILITIES,Fund Increases In Public Works Budget,129067,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,WIN,492,413,Override,PUBLIC SAFETY,Fund Increases In Fire Dept. Expenses,19327,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,448,464,Override,PUBLIC SAFETY,Fund Increases In Police Dept. Expenses,40449,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,442,468,Override,GENERAL OPERATING,General Operating Budget School/Town,89681,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,430,471,Override,SCHOOL,Fund Increases In School Dept. Budget,258410,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1991,1990-04-01,LOSS,335,544,Override,GENERAL GOVERNMENT,General Operating Expenses,8276,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1995,1994-10-11,WIN,298,21,Underride,GENERAL OPERATING,General Operating Budget-Rescind 94-08-02,-250000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1995,1994-08-02,WIN,280,238,Override,GENERAL OPERATING,General Operating Budget,250000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,1999,1998-04-27,WIN,800,500,Override,SCHOOL,Operating Budget For School Department,494792,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
019,Ayer,2012,2011-04-25,LOSS,326,497,Override,PUBLIC WORKS & FACILITIES,Purchasing Street Signs,58000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
020,Barnstable,1991,1990-05-01,WIN,3570,3448,Override,SCHOOL,Fund Sch. Operating Budget,1700000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
020,Barnstable,2000,1999-05-25,LOSS,3315,6055,Override,SCHOOL,Education Costs,3800000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
020,Barnstable,2005,2003-11-04,LOSS,5903,9461,Override,GENERAL GOVERNMENT,Municipal And School Budget,7200000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
021,Barre,2026,2025-08-05,LOSS,154,799,Override,GENERAL GOVERNMENT,Municipal Department And Charges,543623,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
022,Becket,1991,1990-07-01,WIN,75,29,Override,GENERAL OPERATING,General Operating Budget,90000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
022,Becket,1991,1990-05-01,LOSS,84,208,Override,GENERAL OPERATING,General Operating Budget,125000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
022,Becket,1998,1997-05-17,LOSS,1,1,Override,GENERAL GOVERNMENT,Const. Pavillion Next To Town Hall,15000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
022,Becket,2004,2003-06-28,WIN,80,53,Override,SCHOOL,Funding Its Assessed Share Of The Central Berkshire Regional School District Budget,191628,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
022,Becket,2006,2005-07-27,WIN,104,103,Override,GENERAL OPERATING,General Operating Expenses,145000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1990,1989-03-01,LOSS,908,936,Override,GENERAL OPERATING,Town Obligations,400000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1990,1989-04-01,LOSS,1476,1856,Override,GENERAL OPERATING,Town Obligations,400000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1990,1989-10-01,WIN,1164,1150,Override,GENERAL OPERATING,General Operating Budget,398412,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,WIN,1927,1712,Override,PUBLIC SAFETY,Protection Of Persons And Property,54380,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1825,1852,Override,CULTURE AND RECREATION,Taxes For Culture And Recreation,3000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1794,1888,Override,SCHOOL,Town School Department,1159806,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1785,1900,Override,HEALTH AND HUMAN SERVICE,Human Services Department,12050,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1683,1972,Override,SCHOOL,Pathfinder Voc Tech High School,91956,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1681,1984,Override,PUBLIC WORKS & FACILITIES,Highway Department,15000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1511,2144,Override,GENERAL OPERATING,Taxes For Buildings And Grounds,5300,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1497,2125,Override,GENERAL OPERATING,General Operating Budget,11607,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,LOSS,1067,2675,Override,GENERAL OPERATING,Property Taxes For Unclassified Accounts,700,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
024,Belchertown,1993,1992-06-22,WIN,2125,1544,Override,SCHOOL,Town School Department,526691,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
